ticket_id,complaint,category,route_to,priority,customer_id,cleaned_complaint,text_length,word_count
TKT1611,transaction item damaged,Product Defect,Quality Team,HIGH,CUST415,transaction item damaged,24,3
TKT1030,please help money back,Refund Request,Finance Team,MEDIUM,CUST147,please help money back,22,4
TKT1802,please help cancel and refund,Refund Request,Finance Team,MEDIUM,CUST650,please help cancel and refund,29,5
TKT1808,I have an issue with duplicate charge,Billing Issue,Finance Team,HIGH,CUST369,i have an issue with duplicate charge,37,7
TKT1131,asap invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST526,asap invoice wrong amount,25,4
TKT1592,asap account locked,Account Issue,IT Support Team,LOW,CUST441,asap account locked,19,3
TKT1423,transaction wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST799,transaction wrong item delivered,32,4
TKT1971,complaint about tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST428,complaint about tracking not updated,36,5
TKT1731,complaint about cancel and refund,Refund Request,Finance Team,MEDIUM,CUST642,complaint about cancel and refund,33,5
TKT1430,transaction password reset,Account Issue,IT Support Team,LOW,CUST566,transaction password reset,26,3
TKT1593,urgent courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST713,urgent courier issue,20,3
TKT1721,urgent refund not received,Refund Request,Finance Team,MEDIUM,CUST870,urgent refund not received,26,4
TKT1560,my order overcharged,Billing Issue,Finance Team,HIGH,CUST189,my order overcharged,20,3
TKT1806,I have an issue with refund not received,Refund Request,Finance Team,MEDIUM,CUST801,i have an issue with refund not received,40,8
TKT1166,urgent manufacturing defect,Product Defect,Quality Team,HIGH,CUST319,urgent manufacturing defect,27,3
TKT1671,urgent profile not updating,Account Issue,IT Support Team,LOW,CUST622,urgent profile not updating,27,4
TKT1105,please help delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST791,please help delivery delayed,28,4
TKT1448,my order password reset,Account Issue,IT Support Team,LOW,CUST873,my order password reset,23,4
TKT1720,customer id tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST604,customer id tracking not updated,32,5
TKT1147,asap password reset,Account Issue,IT Support Team,LOW,CUST276,asap password reset,19,3
TKT1137,my order wrong tax amount,Billing Issue,Finance Team,HIGH,CUST925,my order wrong tax amount,25,5
TKT1339,urgent duplicate charge,Billing Issue,Finance Team,HIGH,CUST336,urgent duplicate charge,23,3
TKT1157,complaint about forgot password,Account Issue,IT Support Team,LOW,CUST894,complaint about forgot password,31,4
TKT1022,customer id account locked,Account Issue,IT Support Team,LOW,CUST891,customer id account locked,26,4
TKT1662,asap poor quality,Product Defect,Quality Team,HIGH,CUST639,asap poor quality,17,3
TKT1348,transaction wrong tax amount,Billing Issue,Finance Team,HIGH,CUST830,transaction wrong tax amount,28,4
TKT1505,complaint about billing error,Billing Issue,Finance Team,HIGH,CUST127,complaint about billing error,29,4
TKT1719,regarding return and refund,Refund Request,Finance Team,MEDIUM,CUST236,regarding return and refund,27,4
TKT1687,transaction poor quality,Product Defect,Quality Team,HIGH,CUST118,transaction poor quality,24,3
TKT1098,regarding account locked,Account Issue,IT Support Team,LOW,CUST637,regarding account locked,24,3
TKT1237,complaint about account suspended,Account Issue,IT Support Team,LOW,CUST679,complaint about account suspended,33,4
TKT1129,my order order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST763,my order order not delivered,28,5
TKT1222,transaction account locked,Account Issue,IT Support Team,LOW,CUST504,transaction account locked,26,3
TKT1777,please help incorrect bill,Billing Issue,Finance Team,HIGH,CUST619,please help incorrect bill,26,4
TKT1180,my order wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST189,my order wrong item delivered,29,5
TKT1866,complaint about order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST367,complaint about order not delivered,35,5
TKT1413,complaint about charged twice,Billing Issue,Finance Team,HIGH,CUST562,complaint about charged twice,29,4
TKT1130,asap money back,Refund Request,Finance Team,MEDIUM,CUST479,asap money back,15,3
TKT1643,my order profile not updating,Account Issue,IT Support Team,LOW,CUST564,my order profile not updating,29,5
TKT1217,regarding wrong tax amount,Billing Issue,Finance Team,HIGH,CUST947,regarding wrong tax amount,26,4
TKT1783,regarding courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST739,regarding courier issue,23,3
TKT1261,I have an issue with invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST649,i have an issue with invoice wrong amount,41,8
TKT1986,transaction money back,Refund Request,Finance Team,MEDIUM,CUST792,transaction money back,22,3
TKT1527,please help damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST875,please help damaged goods,25,4
TKT1840,my order product stopped working,Product Defect,Quality Team,HIGH,CUST923,my order product stopped working,32,5
TKT1253,my order delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST886,my order delivery delayed,25,4
TKT1749,complaint about request for refund,Refund Request,Finance Team,MEDIUM,CUST426,complaint about request for refund,34,5
TKT1472,regarding delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST189,regarding delivery delayed,26,3
TKT1518,please help damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST218,please help damaged goods,25,4
TKT1177,regarding product stopped working,Product Defect,Quality Team,HIGH,CUST111,regarding product stopped working,33,4
TKT1284,my order account access issue,Account Issue,IT Support Team,LOW,CUST943,my order account access issue,29,5
TKT1544,customer id courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST927,customer id courier issue,25,4
TKT1397,transaction password reset,Account Issue,IT Support Team,LOW,CUST906,transaction password reset,26,3
TKT1621,asap account suspended,Account Issue,IT Support Team,LOW,CUST582,asap account suspended,22,3
TKT1811,complaint about package missing,Delivery Problem,Logistics Team,MEDIUM,CUST383,complaint about package missing,31,4
TKT1031,I have an issue with password reset,Account Issue,IT Support Team,LOW,CUST825,i have an issue with password reset,35,7
TKT1293,I have an issue with login problem,Account Issue,IT Support Team,LOW,CUST396,i have an issue with login problem,34,7
TKT1114,customer id incorrect bill,Billing Issue,Finance Team,HIGH,CUST740,customer id incorrect bill,26,4
TKT1435,transaction charged twice,Billing Issue,Finance Team,HIGH,CUST804,transaction charged twice,25,3
TKT1907,transaction account access issue,Account Issue,IT Support Team,LOW,CUST760,transaction account access issue,32,4
TKT1920,regarding manufacturing defect,Product Defect,Quality Team,HIGH,CUST819,regarding manufacturing defect,30,3
TKT1969,regarding incorrect bill,Billing Issue,Finance Team,HIGH,CUST112,regarding incorrect bill,24,3
TKT1694,regarding forgot password,Account Issue,IT Support Team,LOW,CUST830,regarding forgot password,25,3
TKT1382,transaction refund not received,Refund Request,Finance Team,MEDIUM,CUST496,transaction refund not received,31,4
TKT1945,urgent cancel and refund,Refund Request,Finance Team,MEDIUM,CUST113,urgent cancel and refund,24,4
TKT1629,I have an issue with product not working,Product Defect,Quality Team,HIGH,CUST562,i have an issue with product not working,40,8
TKT1489,asap defective unit,Product Defect,Quality Team,HIGH,CUST134,asap defective unit,19,3
TKT1648,please help damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST204,please help damaged goods,25,4
TKT1236,complaint about delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST244,complaint about delivery delayed,32,4
TKT1914,asap order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST830,asap order not delivered,24,4
TKT1255,please help request for refund,Refund Request,Finance Team,MEDIUM,CUST189,please help request for refund,30,5
TKT1273,customer id delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST715,customer id delivery delayed,28,4
TKT1416,customer id account suspended,Account Issue,IT Support Team,LOW,CUST692,customer id account suspended,29,4
TKT1663,customer id defective unit,Product Defect,Quality Team,HIGH,CUST872,customer id defective unit,26,4
TKT1583,I have an issue with poor quality,Product Defect,Quality Team,HIGH,CUST799,i have an issue with poor quality,33,7
TKT1300,my order billing error,Billing Issue,Finance Team,HIGH,CUST636,my order billing error,22,4
TKT1066,complaint about want refund,Refund Request,Finance Team,MEDIUM,CUST250,complaint about want refund,27,4
TKT1558,asap refund pending,Refund Request,Finance Team,MEDIUM,CUST747,asap refund pending,19,3
TKT1601,I have an issue with account suspended,Account Issue,IT Support Team,LOW,CUST347,i have an issue with account suspended,38,7
TKT1863,regarding invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST639,regarding invoice wrong amount,30,4
TKT1154,customer id courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST262,customer id courier issue,25,4
TKT1443,regarding wrong tax amount,Billing Issue,Finance Team,HIGH,CUST896,regarding wrong tax amount,26,4
TKT1717,please help cannot login,Account Issue,IT Support Team,LOW,CUST297,please help cannot login,24,4
TKT1976,customer id incorrect bill,Billing Issue,Finance Team,HIGH,CUST351,customer id incorrect bill,26,4
TKT1050,please help package missing,Delivery Problem,Logistics Team,MEDIUM,CUST712,please help package missing,27,4
TKT1124,customer id want refund,Refund Request,Finance Team,MEDIUM,CUST122,customer id want refund,23,4
TKT1741,I have an issue with tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST302,i have an issue with tracking not updated,41,8
TKT1207,transaction poor quality,Product Defect,Quality Team,HIGH,CUST803,transaction poor quality,24,3
TKT1034,regarding account locked,Account Issue,IT Support Team,LOW,CUST866,regarding account locked,24,3
TKT1390,regarding wrong tax amount,Billing Issue,Finance Team,HIGH,CUST439,regarding wrong tax amount,26,4
TKT1014,regarding request for refund,Refund Request,Finance Team,MEDIUM,CUST527,regarding request for refund,28,4
TKT1540,urgent item damaged,Product Defect,Quality Team,HIGH,CUST693,urgent item damaged,19,3
TKT1283,I have an issue with refund status,Refund Request,Finance Team,MEDIUM,CUST360,i have an issue with refund status,34,7
TKT1598,complaint about delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST154,complaint about delivery delayed,32,4
TKT1886,transaction item damaged,Product Defect,Quality Team,HIGH,CUST462,transaction item damaged,24,3
TKT1172,customer id wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST179,customer id wrong item delivered,32,5
TKT1750,I have an issue with invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST672,i have an issue with invoice wrong amount,41,8
TKT1883,transaction refund status,Refund Request,Finance Team,MEDIUM,CUST932,transaction refund status,25,3
TKT1013,urgent damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST439,urgent damaged goods,20,3
TKT1823,my order profile not updating,Account Issue,IT Support Team,LOW,CUST968,my order profile not updating,29,5
TKT1195,asap login problem,Account Issue,IT Support Team,LOW,CUST536,asap login problem,18,3
TKT1023,complaint about order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST256,complaint about order not delivered,35,5
TKT1644,customer id item broken,Product Defect,Quality Team,HIGH,CUST407,customer id item broken,23,4
TKT1989,please help cannot login,Account Issue,IT Support Team,LOW,CUST154,please help cannot login,24,4
TKT1745,regarding password reset,Account Issue,IT Support Team,LOW,CUST829,regarding password reset,24,3
TKT1199,my order profile not updating,Account Issue,IT Support Team,LOW,CUST545,my order profile not updating,29,5
TKT1266,I have an issue with refund status,Refund Request,Finance Team,MEDIUM,CUST878,i have an issue with refund status,34,7
TKT1946,my order wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST152,my order wrong item delivered,29,5
TKT1376,regarding package missing,Delivery Problem,Logistics Team,MEDIUM,CUST576,regarding package missing,25,3
TKT1410,customer id refund pending,Refund Request,Finance Team,MEDIUM,CUST709,customer id refund pending,26,4
TKT1916,asap request for refund,Refund Request,Finance Team,MEDIUM,CUST147,asap request for refund,23,4
TKT1590,customer id return and refund,Refund Request,Finance Team,MEDIUM,CUST875,customer id return and refund,29,5
TKT1737,my order overcharged,Billing Issue,Finance Team,HIGH,CUST795,my order overcharged,20,3
TKT1713,asap refund status,Refund Request,Finance Team,MEDIUM,CUST531,asap refund status,18,3
TKT1248,I have an issue with account suspended,Account Issue,IT Support Team,LOW,CUST322,i have an issue with account suspended,38,7
TKT1854,regarding billing error,Billing Issue,Finance Team,HIGH,CUST769,regarding billing error,23,3
TKT1345,customer id order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST252,customer id order not delivered,31,5
TKT1288,I have an issue with delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST309,i have an issue with delivery delayed,37,7
TKT1903,asap duplicate charge,Billing Issue,Finance Team,HIGH,CUST264,asap duplicate charge,21,3
TKT1316,transaction delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST930,transaction delivery delayed,28,3
TKT1179,customer id refund status,Refund Request,Finance Team,MEDIUM,CUST107,customer id refund status,25,4
TKT1718,transaction cancel and refund,Refund Request,Finance Team,MEDIUM,CUST658,transaction cancel and refund,29,4
TKT1603,transaction account suspended,Account Issue,IT Support Team,LOW,CUST505,transaction account suspended,29,3
TKT1843,please help cancel and refund,Refund Request,Finance Team,MEDIUM,CUST701,please help cancel and refund,29,5
TKT1615,complaint about refund pending,Refund Request,Finance Team,MEDIUM,CUST498,complaint about refund pending,30,4
TKT1852,please help profile not updating,Account Issue,IT Support Team,LOW,CUST400,please help profile not updating,32,5
TKT1706,my order want refund,Refund Request,Finance Team,MEDIUM,CUST372,my order want refund,20,4
TKT1850,I have an issue with cannot login,Account Issue,IT Support Team,LOW,CUST719,i have an issue with cannot login,33,7
TKT1826,I have an issue with charged twice,Billing Issue,Finance Team,HIGH,CUST579,i have an issue with charged twice,34,7
TKT1504,urgent incorrect bill,Billing Issue,Finance Team,HIGH,CUST842,urgent incorrect bill,21,3
TKT1578,complaint about product not working,Product Defect,Quality Team,HIGH,CUST689,complaint about product not working,35,5
TKT1461,I have an issue with account locked,Account Issue,IT Support Team,LOW,CUST683,i have an issue with account locked,35,7
TKT1299,customer id want refund,Refund Request,Finance Team,MEDIUM,CUST765,customer id want refund,23,4
TKT1324,asap password reset,Account Issue,IT Support Team,LOW,CUST708,asap password reset,19,3
TKT1478,my order refund pending,Refund Request,Finance Team,MEDIUM,CUST417,my order refund pending,23,4
TKT1870,customer id payment not reflected,Billing Issue,Finance Team,HIGH,CUST537,customer id payment not reflected,33,5
TKT1619,please help login problem,Account Issue,IT Support Team,LOW,CUST263,please help login problem,25,4
TKT1399,I have an issue with cancel and refund,Refund Request,Finance Team,MEDIUM,CUST759,i have an issue with cancel and refund,38,8
TKT1917,my order duplicate charge,Billing Issue,Finance Team,HIGH,CUST948,my order duplicate charge,25,4
TKT1709,I have an issue with refund status,Refund Request,Finance Team,MEDIUM,CUST261,i have an issue with refund status,34,7
TKT1259,I have an issue with money back,Refund Request,Finance Team,MEDIUM,CUST741,i have an issue with money back,31,7
TKT1833,asap refund not received,Refund Request,Finance Team,MEDIUM,CUST953,asap refund not received,24,4
TKT1483,complaint about refund not received,Refund Request,Finance Team,MEDIUM,CUST400,complaint about refund not received,35,5
TKT1272,please help invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST324,please help invoice wrong amount,32,5
TKT1918,please help invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST963,please help invoice wrong amount,32,5
TKT1424,complaint about password reset,Account Issue,IT Support Team,LOW,CUST130,complaint about password reset,30,4
TKT1705,transaction account locked,Account Issue,IT Support Team,LOW,CUST871,transaction account locked,26,3
TKT1110,I have an issue with poor quality,Product Defect,Quality Team,HIGH,CUST919,i have an issue with poor quality,33,7
TKT1449,customer id item broken,Product Defect,Quality Team,HIGH,CUST486,customer id item broken,23,4
TKT1898,my order poor quality,Product Defect,Quality Team,HIGH,CUST598,my order poor quality,21,4
TKT1922,transaction defective unit,Product Defect,Quality Team,HIGH,CUST909,transaction defective unit,26,3
TKT1149,my order wrong tax amount,Billing Issue,Finance Team,HIGH,CUST950,my order wrong tax amount,25,5
TKT1565,I have an issue with incorrect bill,Billing Issue,Finance Team,HIGH,CUST784,i have an issue with incorrect bill,35,7
TKT1194,customer id want refund,Refund Request,Finance Team,MEDIUM,CUST962,customer id want refund,23,4
TKT1606,my order damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST580,my order damaged goods,22,4
TKT1679,customer id profile not updating,Account Issue,IT Support Team,LOW,CUST737,customer id profile not updating,32,5
TKT1393,urgent wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST392,urgent wrong item delivered,27,4
TKT1885,my order defective unit,Product Defect,Quality Team,HIGH,CUST765,my order defective unit,23,4
TKT1551,my order account access issue,Account Issue,IT Support Team,LOW,CUST882,my order account access issue,29,5
TKT1889,customer id damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST269,customer id damaged goods,25,4
TKT1543,please help overcharged,Billing Issue,Finance Team,HIGH,CUST175,please help overcharged,23,3
TKT1469,please help wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST101,please help wrong item delivered,32,5
TKT1620,transaction payment not reflected,Billing Issue,Finance Team,HIGH,CUST337,transaction payment not reflected,33,4
TKT1334,customer id cancel and refund,Refund Request,Finance Team,MEDIUM,CUST904,customer id cancel and refund,29,5
TKT1134,asap product not working,Product Defect,Quality Team,HIGH,CUST826,asap product not working,24,4
TKT1839,please help profile not updating,Account Issue,IT Support Team,LOW,CUST966,please help profile not updating,32,5
TKT1042,regarding product stopped working,Product Defect,Quality Team,HIGH,CUST447,regarding product stopped working,33,4
TKT1596,customer id wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST944,customer id wrong item delivered,32,5
TKT1552,regarding product stopped working,Product Defect,Quality Team,HIGH,CUST425,regarding product stopped working,33,4
TKT1752,urgent invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST593,urgent invoice wrong amount,27,4
TKT1150,customer id courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST168,customer id courier issue,25,4
TKT1398,urgent item damaged,Product Defect,Quality Team,HIGH,CUST252,urgent item damaged,19,3
TKT1123,customer id refund status,Refund Request,Finance Team,MEDIUM,CUST650,customer id refund status,25,4
TKT1267,asap overcharged,Billing Issue,Finance Team,HIGH,CUST824,asap overcharged,16,2
TKT1498,asap account suspended,Account Issue,IT Support Team,LOW,CUST336,asap account suspended,22,3
TKT1159,asap login problem,Account Issue,IT Support Team,LOW,CUST747,asap login problem,18,3
TKT1170,complaint about want refund,Refund Request,Finance Team,MEDIUM,CUST923,complaint about want refund,27,4
TKT1341,my order item damaged,Product Defect,Quality Team,HIGH,CUST765,my order item damaged,21,4
TKT1133,urgent duplicate charge,Billing Issue,Finance Team,HIGH,CUST352,urgent duplicate charge,23,3
TKT1688,regarding login problem,Account Issue,IT Support Team,LOW,CUST207,regarding login problem,23,3
TKT1156,please help want refund,Refund Request,Finance Team,MEDIUM,CUST352,please help want refund,23,4
TKT1746,please help forgot password,Account Issue,IT Support Team,LOW,CUST470,please help forgot password,27,4
TKT1232,regarding poor quality,Product Defect,Quality Team,HIGH,CUST849,regarding poor quality,22,3
TKT1999,my order forgot password,Account Issue,IT Support Team,LOW,CUST533,my order forgot password,24,4
TKT1693,complaint about late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST109,complaint about late shipment,29,4
TKT1703,customer id product not working,Product Defect,Quality Team,HIGH,CUST841,customer id product not working,31,5
TKT1367,please help return and refund,Refund Request,Finance Team,MEDIUM,CUST116,please help return and refund,29,5
TKT1779,complaint about product stopped working,Product Defect,Quality Team,HIGH,CUST623,complaint about product stopped working,39,5
TKT1078,complaint about product stopped working,Product Defect,Quality Team,HIGH,CUST260,complaint about product stopped working,39,5
TKT1394,please help duplicate charge,Billing Issue,Finance Team,HIGH,CUST684,please help duplicate charge,28,4
TKT1171,customer id payment not reflected,Billing Issue,Finance Team,HIGH,CUST233,customer id payment not reflected,33,5
TKT1944,my order late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST555,my order late shipment,22,4
TKT1608,complaint about account locked,Account Issue,IT Support Team,LOW,CUST548,complaint about account locked,30,4
TKT1942,complaint about password reset,Account Issue,IT Support Team,LOW,CUST380,complaint about password reset,30,4
TKT1646,urgent refund status,Refund Request,Finance Team,MEDIUM,CUST843,urgent refund status,20,3
TKT1464,complaint about manufacturing defect,Product Defect,Quality Team,HIGH,CUST900,complaint about manufacturing defect,36,4
TKT1645,my order account locked,Account Issue,IT Support Team,LOW,CUST645,my order account locked,23,4
TKT1573,please help quality issue,Product Defect,Quality Team,HIGH,CUST538,please help quality issue,25,4
TKT1987,complaint about package missing,Delivery Problem,Logistics Team,MEDIUM,CUST773,complaint about package missing,31,4
TKT1270,complaint about account locked,Account Issue,IT Support Team,LOW,CUST501,complaint about account locked,30,4
TKT1175,complaint about courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST404,complaint about courier issue,29,4
